base_material,target_phase,density_g_cm3,specific_heat_j_kg_k,required_temp_c
ba5(io6)2,orthorhombic,5.8,423.8,737.1
ba5(in2sb3)2,liquid,5.4,454.2,911.0
ba5(in2sb3)2,orthorhombic,5.4,454.2,449.4
ba5(insb3)2,liquid,5.37,457.1,962.2
ba5(insb3)2,orthorhombic,5.37,457.1,446.6
ba5(ruo5)2,liquid,6.21,396.0,1648.8
ba5(ruo5)2,hexagonal,6.21,396.0,677.7
ba5(tin3)2,liquid,5.4,454.6,1063.5
ba5(tin3)2,triclinic,5.4,454.6,589.6
ba5al2ge7,liquid,5.04,486.2,787.3
ba5al2ge7,monoclinic,5.04,486.2,388.3
ba5al2in2irclo13,liquid,5.97,411.6,1764.7
ba5al2in2irclo13,hexagonal,5.97,411.6,810.8
ba5al5pb,liquid,4.7,521.3,698.9
ba5al5pb,hexagonal,4.7,521.3,272.0
ba5al5sn,liquid,4.33,564.7,706.1
ba5al5sn,hexagonal,4.33,564.7,301.1
ba5alir2o11,liquid,6.79,362.9,1699.1
ba5alir2o11,orthorhombic,6.79,362.9,888.9
ba5alru2o11,liquid,5.82,422.1,1735.9
ba5alru2o11,orthorhombic,5.82,422.1,884.9
ba5as3clo12,liquid,4.79,511.6,1783.4
ba5as3clo12,hexagonal,4.79,511.6,970.9
ba5b3bro9,liquid,4.79,511.6,1956.9
ba5b3bro9,orthorhombic,4.79,511.6,1136.1
ba5b3clo9,liquid,4.65,526.1,1974.6
ba5b3clo9,orthorhombic,4.65,526.1,1038.4
ba5b4o11,liquid,4.72,518.7,1967.9
ba5b4o11,orthorhombic,4.72,518.7,874.4
ba5bi3,liquid,5.96,412.8,953.0
ba5bi3,hexagonal,5.96,412.8,382.5
ba5cd2(sb2o)2,liquid,5.87,418.5,1209.1
ba5cd2(sb2o)2,monoclinic,5.87,418.5,577.5
ba5cd2sb5f,liquid,5.6,438.6,1141.9
ba5cd2sb5f,orthorhombic,5.6,438.6,617.2
ba5cr3clo12,liquid,4.38,558.6,1747.4
ba5cr3clo12,hexagonal,4.38,558.6,775.0
ba5cr3o12f,liquid,4.52,540.8,1793.3
ba5cr3o12f,hexagonal,4.52,540.8,932.6
ba5cr3o13,liquid,4.5,543.9,1726.3
ba5cr3o13,monoclinic,4.5,543.9,698.1
ba5crn5,liquid,4.83,507.6,947.9
ba5crn5,monoclinic,4.83,507.6,388.8
ba5cu4clf17,liquid,4.84,506.2,1939.4
ba5cu4clf17,hexagonal,4.84,506.2,924.9
ba5er2zral2o13,liquid,5.78,425.0,2122.5
ba5er2zral2o13,hexagonal,5.78,425.0,1022.8
ba5er8ni4o21,liquid,8.04,307.3,1967.9
ba5er8ni4o21,tetragonal,8.04,307.3,819.4
ba5ga5pb,liquid,5.92,415.2,762.6
ba5ga5pb,hexagonal,5.92,415.2,318.8
ba5ga5sn,liquid,5.54,443.3,770.9
ba5ga5sn,hexagonal,5.54,443.3,422.1
ba5ga6,liquid,4.71,520.0,735.0
ba5ga6,hexagonal,4.71,520.0,344.9
ba5ga6,liquid,4.79,511.5,760.4
ba5ga6,hexagonal,4.79,511.5,342.2
ba5garu2o11,liquid,5.96,412.7,1665.6
ba5garu2o11,orthorhombic,5.96,412.7,745.7
ba5ho2zral2o13,liquid,5.73,428.9,2117.9
ba5ho2zral2o13,hexagonal,5.73,428.9,941.4
ba5lasi6,liquid,4.33,563.8,751.2
ba5lasi6,orthorhombic,4.33,563.8,369.9
ba5li2(teo5)3,liquid,6.26,393.2,1648.6
ba5li2(teo5)3,tetragonal,6.26,393.2,729.3
ba5li2(wo5)3,liquid,6.88,358.3,1801.0
ba5li2(wo5)3,hexagonal,6.88,358.3,919.6
ba5li2u3o15,liquid,7.03,350.6,2075.2
ba5li2u3o15,tetragonal,7.03,350.6,983.6
ba5limo2n7cl2,liquid,4.46,547.8,1165.3
ba5limo2n7cl2,monoclinic,4.46,547.8,487.7
ba5lu2zral2o13,liquid,5.99,410.5,2132.8
ba5lu2zral2o13,hexagonal,5.99,410.5,852.2
ba5mg18ge13,liquid,4.09,597.2,726.0
ba5mg18ge13,trigonal,4.09,597.2,365.0
ba5mg18si13,liquid,3.01,803.9,659.2
ba5mg18si13,hexagonal,3.01,803.9,271.9
ba5mn3clo12,liquid,4.63,528.5,1673.2
ba5mn3clo12,hexagonal,4.63,528.5,756.9
ba5mn3o12f,liquid,4.59,533.4,1708.9
ba5mn3o12f,hexagonal,4.59,533.4,837.3
ba5mn5o14,liquid,5.91,415.8,1671.4
ba5mn5o14,orthorhombic,5.91,415.8,853.4
ba5na2ru3o14,liquid,5.49,447.3,1576.2
ba5na2ru3o14,monoclinic,5.49,447.3,869.2
ba5nb3o3f20,liquid,4.55,538.1,2207.1
ba5nb3o3f20,hexagonal,4.55,538.1,1035.8
ba5nb4o15,liquid,6.1,403.3,2022.2
ba5nb4o15,trigonal,6.1,403.3,1029.8
ba5nd8mn4o21,liquid,6.45,381.9,1976.4
ba5nd8mn4o21,tetragonal,6.45,381.9,1155.1
ba5os3clo15,liquid,5.97,412.2,1613.4
ba5os3clo15,hexagonal,5.97,412.2,832.7
ba5os3no18,liquid,5.77,425.7,1539.6
ba5os3no18,hexagonal,5.77,425.7,639.5
ba5p3bro12,liquid,4.69,522.0,2021.5
ba5p3bro12,hexagonal,4.69,522.0,1161.0
ba5p3clo12,liquid,4.57,534.9,2036.4
ba5p3clo12,hexagonal,4.57,534.9,898.8
ba5p3o12f,liquid,4.55,537.1,2073.0
ba5p3o12f,hexagonal,4.55,537.1,1151.8
ba5p4,liquid,4.48,545.3,1004.6
ba5p4,orthorhombic,4.48,545.3,567.2
ba5p5i3,liquid,4.27,572.2,1152.3
ba5p5i3,monoclinic,4.27,572.2,476.8
ba5pt2o9,liquid,7.45,330.9,1589.3
ba5pt2o9,trigonal,7.45,330.9,767.7
ba5re3bro15,liquid,6.04,407.3,1797.9
ba5re3bro15,hexagonal,6.04,407.3,770.1
ba5re3clo15,liquid,5.94,414.2,1806.0
ba5re3clo15,hexagonal,5.94,414.2,906.4
ba5re3io15,liquid,6.13,401.0,1782.2
ba5re3io15,hexagonal,6.13,401.0,854.0
ba5re3no18,liquid,5.77,425.6,1701.6
ba5re3no18,hexagonal,5.77,425.6,664.7
ba5re3o16,liquid,5.89,417.4,1758.5
ba5re3o16,hexagonal,5.89,417.4,840.1
ba5ru2br2o9,liquid,5.0,489.7,1656.0
ba5ru2br2o9,hexagonal,5.0,489.7,744.6
ba5ru2cl2o9,liquid,4.93,496.7,1679.2
ba5ru2cl2o9,hexagonal,4.93,496.7,868.5
ba5sb3,liquid,4.97,492.7,1031.0
ba5sb3,hexagonal,4.97,492.7,522.4
ba5sb4,liquid,5.15,476.3,1062.0
ba5sb4,orthorhombic,5.15,476.3,475.9
ba5si(br3o2)2,liquid,4.58,533.9,1874.8
ba5si(br3o2)2,monoclinic,4.58,533.9,922.9
ba5si(cl3o2)2,liquid,4.07,600.1,1966.2
ba5si(cl3o2)2,monoclinic,4.07,600.1,919.9
ba5sm8mn4o21,liquid,6.78,363.5,1996.0
ba5sm8mn4o21,tetragonal,6.78,363.5,900.6
ba5srla2fe4o15,liquid,5.67,433.1,1777.5
ba5srla2fe4o15,monoclinic,5.67,433.1,1030.8
ba5srnd2fe4o15,liquid,5.99,410.4,1768.5
ba5srnd2fe4o15,monoclinic,5.99,410.4,764.5
ba5ta2cl2o9,liquid,5.28,464.5,2039.8
ba5ta2cl2o9,hexagonal,5.28,464.5,897.7
ba5ta4o15,liquid,7.86,314.0,2097.6
ba5ta4o15,trigonal,7.86,314.0,835.8
ba5tm2zral2o13,liquid,5.84,420.8,2127.3
ba5tm2zral2o13,hexagonal,5.84,420.8,1058.3
ba5v3clo12,liquid,4.5,543.9,1920.5
ba5v3clo12,hexagonal,4.5,543.9,991.1
ba5v3ho13,liquid,4.58,534.6,1870.8
ba5v3ho13,hexagonal,4.58,534.6,1016.5
ba5v5o14,liquid,5.31,462.0,1836.8
ba5v5o14,monoclinic,5.31,462.0,824.3
ba5yb8zn4o21,liquid,8.52,289.9,1997.3
ba5yb8zn4o21,tetragonal,8.52,289.9,1007.1
ba6bi2(teo6)3,liquid,6.64,370.8,1620.7
ba6bi2(teo6)3,orthorhombic,6.64,370.8,842.7
ba6ca2ir3ruo18,liquid,6.85,359.9,1633.2
ba6ca2ir3ruo18,trigonal,6.85,359.9,904.0
ba6ca2ta(ruo6)3,liquid,5.98,411.5,1775.8
ba6ca2ta(ruo6)3,trigonal,5.98,411.5,978.4
